invoice_id,account_id,bill_date,vendor,amount_inr,needs_review,consumption_flag,missing_due_date_flag,consumption_missing_flag,consumption_spike_flag,consumption_anomaly_flag,amount_inr_anomaly_flag
TNE-0057874,ACC-00747,2025-08-15,tn_electricity,3659.95,False,False,,,,False,False
TNE-0057875,ACC-02858,2025-11-28,tn_electricity,3327.92,False,False,,,,False,False
TNE-0057876,ACC-02384,2024-12-30,tn_electricity,3453.49,False,False,,,,False,False
TNE-0057877,ACC-00650,2025-09-01,tn_electricity,4708.3,False,False,,,,False,False
TNE-0057878,ACC-00563,2024-01-05,tn_electricity,3318.77,False,False,,,,False,False
TNE-0057879,ACC-02665,2025-04-24,tn_electricity,4036.36,False,False,,,,False,False
TNE-0057880,ACC-02643,2025-11-29,tn_electricity,3716.17,False,False,,,,False,False
TNE-0057881,ACC-01603,2024-06-19,tn_electricity,3644.7,False,False,,,,False,False
TNE-0057882,ACC-00081,2025-08-12,tn_electricity,2659.25,False,False,,,,False,False
TNE-0057883,ACC-00113,2025-07-09,tn_electricity,3356.9,False,False,,,,False,False
TNE-0057884,ACC-00604,2024-04-20,tn_electricity,4317.39,False,False,,,,False,False
TNE-0057885,ACC-00223,2025-09-30,tn_electricity,2945.4,False,False,,,,False,False
TNE-0057886,ACC-02227,2025-03-16,tn_electricity,2261.2,False,False,,,,False,False
TNE-0057887,ACC-01571,2024-12-15,tn_electricity,3601.05,False,False,,,,False,False
TNE-0057888,ACC-00870,2024-07-19,tn_electricity,3044.18,False,False,,,,False,False
TNE-0057889,ACC-02379,2024-09-22,tn_electricity,3679.39,False,False,,,,False,False
TNE-0057890,ACC-02818,2024-12-24,tn_electricity,2030.82,False,False,,,,False,False
TNE-0057891,ACC-00684,2024-09-23,tn_electricity,3159.5,False,False,,,,False,False
TNE-0057892,ACC-02501,2024-11-20,tn_electricity,3517.21,False,False,,,,False,False
TNE-0057893,ACC-00427,2025-07-03,tn_electricity,3270.46,False,False,,,,False,False
TNE-0057894,ACC-02400,2024-05-28,tn_electricity,4279.02,False,False,,,,False,False
TNE-0057895,ACC-01505,2025-11-24,tn_electricity,4540.05,False,False,,,,False,False
TNE-0057896,ACC-00440,2024-09-11,tn_electricity,3170.77,False,False,,,,False,False
TNE-0057897,ACC-03217,2024-10-19,tn_electricity,3632.0,False,False,,,,False,False
TNE-0057898,ACC-00731,2024-11-02,tn_electricity,2669.33,False,False,,,,False,False
TNE-0057899,ACC-03137,2024-03-18,tn_electricity,3435.87,False,False,,,,False,False
TNE-0057900,ACC-01462,2025-01-27,tn_electricity,3804.15,False,False,,,,False,False
TNE-0057901,ACC-02737,2024-01-31,tn_electricity,3482.63,False,False,,,,False,False
TNE-0057902,ACC-02829,2025-08-19,tn_electricity,2630.81,False,False,,,,False,False
TNE-0057903,ACC-01702,2025-08-30,tn_electricity,5099.34,False,False,,,,False,False
TNE-0057904,ACC-02668,2024-08-20,tn_electricity,5610.91,False,False,,,,False,False
TNE-0057905,ACC-01768,2024-08-14,tn_electricity,3189.94,False,False,,,,False,False
TNE-0057906,ACC-02425,2024-07-01,tn_electricity,2406.91,False,False,,,,False,False
TNE-0057907,ACC-00904,2025-08-23,tn_electricity,2844.77,False,False,,,,False,False
TNE-0057908,ACC-01702,2025-12-13,tn_electricity,3390.1,False,False,,,,False,False
TNE-0057909,ACC-00549,2024-03-25,tn_electricity,3608.17,False,False,,,,False,False
TNE-0057910,ACC-01663,2024-04-09,tn_electricity,4421.75,False,False,,,,False,False
TNE-0057911,ACC-00064,2024-01-29,tn_electricity,5425.94,False,False,,,,False,False
TNE-0057912,ACC-01639,2024-11-13,tn_electricity,3794.45,False,False,,,,False,False
TNE-0057913,ACC-03441,2024-08-14,tn_electricity,858.84,False,False,,,,False,False
TNE-0057914,ACC-01446,2024-10-17,tn_electricity,2555.51,False,False,,,,False,False
TNE-0057915,ACC-01985,2024-08-18,tn_electricity,2228.66,False,False,,,,False,False
TNE-0057916,ACC-03425,2025-02-05,tn_electricity,5333.36,False,False,,,,False,False
TNE-0057917,ACC-00013,2025-12-29,tn_electricity,2384.37,False,False,,,,False,False
TNE-0057918,ACC-02683,2025-12-12,tn_electricity,1728.44,False,False,,,,False,False
TNE-0057919,ACC-02117,2024-06-23,tn_electricity,4953.36,False,False,,,,False,False
TNE-0057920,ACC-01373,2025-09-06,tn_electricity,2706.87,False,False,,,,False,False
TNE-0057921,ACC-01034,2025-06-25,tn_electricity,3069.75,False,False,,,,False,False
TNE-0057922,ACC-02372,2025-10-25,tn_electricity,3634.46,False,False,,,,False,False
TNE-0057923,ACC-01710,2025-11-03,tn_electricity,4676.72,False,False,,,,False,False
TNE-0057924,ACC-01582,2024-03-14,tn_electricity,1679.32,False,False,,,,False,False
TNE-0057925,ACC-02690,2025-07-25,tn_electricity,2122.9,False,False,,,,False,False
TNE-0057926,ACC-01599,2025-07-08,tn_electricity,4229.94,False,False,,,,False,False
TNE-0057927,ACC-03239,2025-12-12,tn_electricity,2875.58,False,False,,,,False,False
TNE-0057928,ACC-01140,2025-07-04,tn_electricity,2940.91,False,False,,,,False,False
TNE-0057929,ACC-02802,2024-05-02,tn_electricity,4925.27,False,False,,,,False,False
TNE-0057930,ACC-02254,2024-09-01,tn_electricity,5430.86,False,False,,,,False,False
TNE-0057931,ACC-03586,2025-05-13,tn_electricity,3871.9,True,True,,,,True,False
TNE-0057932,ACC-01602,2024-08-23,tn_electricity,3155.38,False,False,,,,False,False
TNE-0057933,ACC-00939,2025-01-16,tn_electricity,3416.28,False,False,,,,False,False
TNE-0057934,ACC-01595,2025-03-16,tn_electricity,2366.05,False,False,,,,False,False
TNE-0057935,ACC-02646,2025-09-27,tn_electricity,4860.75,False,False,,,,False,False
TNE-0057936,ACC-01720,2024-04-13,tn_electricity,4399.98,False,False,,,,False,False
TNE-0057937,ACC-03560,2025-06-26,tn_electricity,2423.43,False,False,,,,False,False
TNE-0057938,ACC-00624,2025-11-04,tn_electricity,5502.16,False,False,,,,False,False
TNE-0057939,ACC-01234,2025-07-22,tn_electricity,4129.86,False,False,,,,False,False
TNE-0057940,ACC-03934,2024-01-02,tn_electricity,2474.1,False,False,,,,False,False
TNE-0057941,ACC-03198,2024-10-09,tn_electricity,5106.65,False,False,,,,False,False
TNE-0057942,ACC-00308,2025-01-24,tn_electricity,3841.47,False,False,,,,False,False
TNE-0057943,ACC-03761,2025-05-09,tn_electricity,3926.36,False,False,,,,False,False
TNE-0057944,ACC-01704,2025-08-06,tn_electricity,2789.22,False,False,,,,False,False
TNE-0057945,ACC-02576,2025-10-05,tn_electricity,3675.24,False,False,,,,False,False
TNE-0057946,ACC-00067,2025-08-19,tn_electricity,5743.86,False,False,,,,False,False
TNE-0057947,ACC-00658,2024-05-23,tn_electricity,3431.56,False,False,,,,False,False
TNE-0057948,ACC-02795,2025-04-29,tn_electricity,3397.2,False,False,,,,False,False
TNE-0057949,ACC-01044,2024-01-23,tn_electricity,3265.4,False,False,,,,False,False
TNE-0057950,ACC-00471,2024-04-07,tn_electricity,3732.16,False,False,,,,False,False
TNE-0057951,ACC-02720,2024-08-15,tn_electricity,4620.74,False,False,,,,False,False
TNE-0057952,ACC-00869,2025-04-06,tn_electricity,4374.61,False,False,,,,False,False
TNE-0057953,ACC-03465,2025-09-22,tn_electricity,3856.56,False,False,,,,False,False
TNE-0057954,ACC-00715,2025-06-22,tn_electricity,3792.47,False,False,,,,False,False
TNE-0057955,ACC-00096,2024-12-05,tn_electricity,3014.42,False,False,,,,False,False
TNE-0057956,ACC-01563,2024-03-06,tn_electricity,3292.73,False,False,,,,False,False
TNE-0057957,ACC-01306,2024-07-06,tn_electricity,3989.02,False,False,,,,False,False
TNE-0057958,ACC-02554,2025-04-20,tn_electricity,3954.9,False,False,,,,False,False
TNE-0057959,ACC-00935,2025-10-26,tn_electricity,4471.83,False,False,,,,False,False
TNE-0057960,ACC-03924,2024-03-27,tn_electricity,2124.32,False,False,,,,False,False
TNE-0057961,ACC-01689,2024-01-31,tn_electricity,4856.01,False,False,,,,False,False
TNE-0057962,ACC-02837,2025-01-13,tn_electricity,2661.87,False,False,,,,False,False
TNE-0057963,ACC-03074,2025-08-11,tn_electricity,2793.81,False,False,,,,False,False
TNE-0057964,ACC-03537,2024-06-08,tn_electricity,2287.95,False,False,,,,False,False
TNE-0057965,ACC-02012,2025-08-06,tn_electricity,2590.72,False,False,,,,False,False
TNE-0057966,ACC-00910,2025-12-27,tn_electricity,3429.01,False,False,,,,False,False
TNE-0057967,ACC-02074,2025-01-13,tn_electricity,3253.61,False,False,,,,False,False
TNE-0057968,ACC-01703,2025-05-26,tn_electricity,3460.3,False,False,,,,False,False
TNE-0057969,ACC-02437,2024-07-11,tn_electricity,4548.96,False,False,,,,False,False
TNE-0057970,ACC-00946,2025-05-27,tn_electricity,4192.23,False,False,,,,False,False
TNE-0057971,ACC-02063,2024-11-13,tn_electricity,4067.46,False,False,,,,False,False
TNE-0057972,ACC-03831,2025-08-07,tn_electricity,4408.64,False,False,,,,False,False
TNE-0057973,ACC-02754,2024-09-15,tn_electricity,3425.19,False,False,,,,False,False
TNE-0057974,ACC-03830,2025-02-22,tn_electricity,4337.47,False,False,,,,False,False
TNE-0057975,ACC-00429,2024-04-13,tn_electricity,3955.88,False,False,,,,False,False
TNE-0057976,ACC-02616,2025-04-27,tn_electricity,1741.6,False,False,,,,False,False
TNE-0057977,ACC-00092,2025-03-10,tn_electricity,4148.45,False,False,,,,False,False
TNE-0057978,ACC-00813,2024-09-22,tn_electricity,3268.39,False,False,,,,False,False
TNE-0057979,ACC-03308,2024-05-22,tn_electricity,4219.66,False,False,,,,False,False
TNE-0057980,ACC-00405,2025-11-25,tn_electricity,2730.97,False,False,,,,False,False
TNE-0057981,ACC-01916,2025-12-28,tn_electricity,3243.71,False,False,,,,False,False
TNE-0057982,ACC-00280,2024-12-30,tn_electricity,6002.57,False,False,,,,False,False
TNE-0057983,ACC-01194,2025-02-23,tn_electricity,1046.32,False,False,,,,False,False
TNE-0057984,ACC-00495,2025-04-09,tn_electricity,4881.35,False,False,,,,False,False
TNE-0057985,ACC-01818,2024-03-26,tn_electricity,5077.38,False,False,,,,False,False
TNE-0057986,ACC-02572,2024-06-30,tn_electricity,1450.38,False,False,,,,False,False
TNE-0057987,ACC-02601,2025-03-24,tn_electricity,2496.56,False,False,,,,False,False
TNE-0057988,ACC-03730,2025-03-28,tn_electricity,4249.81,False,False,,,,False,False
TNE-0057989,ACC-00487,2024-10-04,tn_electricity,3591.53,False,False,,,,False,False
TNE-0057990,ACC-01602,2025-01-02,tn_electricity,2472.7,False,False,,,,False,False
TNE-0057991,ACC-02095,2024-05-15,tn_electricity,3727.63,False,False,,,,False,False
TNE-0057992,ACC-00345,2025-06-16,tn_electricity,1308.99,False,False,,,,False,False
TNE-0057993,ACC-00443,2024-08-04,tn_electricity,4361.67,False,False,,,,False,False
TNE-0057994,ACC-01242,2025-12-24,tn_electricity,4081.31,False,False,,,,False,False
TNE-0057995,ACC-03439,2024-07-05,tn_electricity,4800.72,False,False,,,,False,False
TNE-0057996,ACC-02345,2024-02-01,tn_electricity,3532.46,False,False,,,,False,False
TNE-0057997,ACC-02250,2025-03-01,tn_electricity,4981.39,False,False,,,,False,False
TNE-0057998,ACC-02205,2024-04-22,tn_electricity,3795.43,False,False,,,,False,False
TNE-0057999,ACC-03244,2024-07-20,tn_electricity,1613.54,False,False,,,,False,False
TNE-0058000,ACC-02180,2025-01-17,tn_electricity,2741.46,False,False,,,,False,False
TNE-0058001,ACC-02885,2024-02-05,tn_electricity,3703.31,False,False,,,,False,False
TNE-0058002,ACC-01238,2024-06-14,tn_electricity,2989.26,False,False,,,,False,False
TNE-0058003,ACC-03262,2025-08-20,tn_electricity,2446.55,False,False,,,,False,False
TNE-0058004,ACC-00130,2024-07-11,tn_electricity,2706.51,False,False,,,,False,False
TNE-0058005,ACC-01368,2024-07-27,tn_electricity,3810.38,False,False,,,,False,False
TNE-0058006,ACC-01001,2024-11-16,tn_electricity,4245.5,False,False,,,,False,False
TNE-0058007,ACC-00558,2024-08-10,tn_electricity,2960.53,True,True,,,,True,False
TNE-0058008,ACC-02148,2025-11-23,tn_electricity,4610.65,False,False,,,,False,False
TNE-0058009,ACC-03567,2024-11-12,tn_electricity,4139.21,False,False,,,,False,False
TNE-0058010,ACC-00650,2024-06-09,tn_electricity,1922.99,False,False,,,,False,False
TNE-0058011,ACC-03539,2025-08-02,tn_electricity,3498.3,False,False,,,,False,False
TNE-0058012,ACC-03429,2024-01-16,tn_electricity,4113.0,False,False,,,,False,False
TNE-0058013,ACC-03534,2025-03-25,tn_electricity,2982.36,False,False,,,,False,False
TNE-0058014,ACC-00025,2024-12-18,tn_electricity,3176.69,False,False,,,,False,False
TNE-0058015,ACC-03958,2024-03-05,tn_electricity,2903.86,False,False,,,,False,False
TNE-0058016,ACC-01711,2024-06-26,tn_electricity,3099.42,False,False,,,,False,False
TNE-0058017,ACC-02385,2024-12-01,tn_electricity,3986.47,False,False,,,,False,False
TNE-0058018,ACC-01220,2024-01-21,tn_electricity,4342.8,False,False,,,,False,False
TNE-0058019,ACC-02050,2025-07-06,tn_electricity,4239.39,False,False,,,,False,False
TNE-0058020,ACC-02201,2025-08-12,tn_electricity,2428.44,False,False,,,,False,False
TNE-0058021,ACC-03190,2024-01-30,tn_electricity,3357.06,False,False,,,,False,False
TNE-0058022,ACC-01366,2024-10-07,tn_electricity,3033.23,False,False,,,,False,False
TNE-0058023,ACC-00441,2024-01-30,tn_electricity,3824.68,False,False,,,,False,False
TNE-0058024,ACC-02347,2024-04-29,tn_electricity,3934.52,False,False,,,,False,False
TNE-0058025,ACC-03133,2025-05-27,tn_electricity,2707.69,False,False,,,,False,False
TNE-0058026,ACC-00063,2024-08-21,tn_electricity,4037.58,False,False,,,,False,False
TNE-0058027,ACC-03249,2025-01-01,tn_electricity,3487.17,False,False,,,,False,False
TNE-0058028,ACC-03215,2024-07-13,tn_electricity,1742.64,False,False,,,,False,False
TNE-0058029,ACC-02309,2024-04-29,tn_electricity,3362.26,False,False,,,,False,False
TNE-0058030,ACC-03793,2025-09-12,tn_electricity,6072.41,False,False,,,,False,False
TNE-0058031,ACC-01552,2025-05-04,tn_electricity,2992.27,False,False,,,,False,False
TNE-0058032,ACC-00534,2025-09-23,tn_electricity,762.12,False,False,,,,False,False
TNE-0058033,ACC-02625,2024-02-29,tn_electricity,2605.79,True,True,,,,True,False
TNE-0058034,ACC-02440,2024-06-02,tn_electricity,6623.79,True,False,,,,False,True
TNE-0058035,ACC-03661,2024-11-20,tn_electricity,2744.38,False,False,,,,False,False
TNE-0058036,ACC-00898,2025-12-29,tn_electricity,5311.21,False,False,,,,False,False
TNE-0058037,ACC-00632,2025-08-21,tn_electricity,2841.07,False,False,,,,False,False
TNE-0058038,ACC-02717,2025-01-12,tn_electricity,4470.38,False,False,,,,False,False
TNE-0058039,ACC-01245,2024-05-09,tn_electricity,3872.53,False,False,,,,False,False
TNE-0058040,ACC-00740,2025-11-30,tn_electricity,2213.37,False,False,,,,False,False
TNE-0058041,ACC-02686,2025-03-06,tn_electricity,2961.72,False,False,,,,False,False
TNE-0058042,ACC-00742,2025-07-23,tn_electricity,5026.43,False,False,,,,False,False
TNE-0058043,ACC-03333,2024-09-27,tn_electricity,4589.01,False,False,,,,False,False
TNE-0058044,ACC-01245,2025-07-08,tn_electricity,4450.65,True,True,,,,True,False
TNE-0058045,ACC-02609,2025-10-14,tn_electricity,2948.17,False,False,,,,False,False
TNE-0058046,ACC-02310,2024-11-05,tn_electricity,3469.04,False,False,,,,False,False
TNE-0058047,ACC-02364,2025-04-17,tn_electricity,3737.82,False,False,,,,False,False
TNE-0058048,ACC-01217,2025-07-23,tn_electricity,4291.85,False,False,,,,False,False
TNE-0058049,ACC-00343,2024-09-19,tn_electricity,3253.0,False,False,,,,False,False
TNE-0058050,ACC-02558,2025-04-22,tn_electricity,2870.28,False,False,,,,False,False
TNE-0058051,ACC-01735,2024-12-23,tn_electricity,2629.83,False,False,,,,False,False
TNE-0058052,ACC-03908,2025-02-14,tn_electricity,3613.41,False,False,,,,False,False
TNE-0058053,ACC-03561,2025-01-19,tn_electricity,5649.0,False,False,,,,False,False
TNE-0058054,ACC-00298,2024-06-13,tn_electricity,4804.7,False,False,,,,False,False
TNE-0058055,ACC-01447,2025-12-19,tn_electricity,3529.07,False,False,,,,False,False
TNE-0058056,ACC-01663,2024-08-18,tn_electricity,4012.43,False,False,,,,False,False
TNE-0058057,ACC-01525,2025-06-28,tn_electricity,2943.07,True,True,,,,True,False
TNE-0058058,ACC-02894,2025-07-22,tn_electricity,3185.15,False,False,,,,False,False
TNE-0058059,ACC-01431,2025-06-05,tn_electricity,3310.83,False,False,,,,False,False
TNE-0058060,ACC-00612,2024-05-31,tn_electricity,3930.82,False,False,,,,False,False
TNE-0058061,ACC-01451,2025-12-19,tn_electricity,3803.66,False,False,,,,False,False
TNE-0058062,ACC-03149,2025-03-29,tn_electricity,2641.75,False,False,,,,False,False
TNE-0058063,ACC-01620,2024-04-21,tn_electricity,3396.21,False,False,,,,False,False
TNE-0058064,ACC-01142,2025-03-19,tn_electricity,4614.25,False,False,,,,False,False
TNE-0058065,ACC-03094,2024-12-07,tn_electricity,4031.73,False,False,,,,False,False
TNE-0058066,ACC-00264,2025-05-20,tn_electricity,3185.08,False,False,,,,False,False
TNE-0058067,ACC-01821,2025-12-03,tn_electricity,3492.32,False,False,,,,False,False
TNE-0058068,ACC-00413,2024-07-03,tn_electricity,2686.79,False,False,,,,False,False
TNE-0058069,ACC-02429,2025-09-14,tn_electricity,3436.77,False,False,,,,False,False
TNE-0058070,ACC-03600,2025-09-11,tn_electricity,3124.72,False,False,,,,False,False
TNE-0058071,ACC-01770,2024-05-29,tn_electricity,2434.08,False,False,,,,False,False
TNE-0058072,ACC-03927,2024-08-03,tn_electricity,2452.45,False,False,,,,False,False
TNE-0058073,ACC-03496,2024-11-03,tn_electricity,2872.13,False,False,,,,False,False
TNE-0058074,ACC-02912,2024-07-28,tn_electricity,3499.65,False,False,,,,False,False
TNE-0058075,ACC-00715,2024-05-17,tn_electricity,2999.64,False,False,,,,False,False
TNE-0058076,ACC-00132,2025-06-19,tn_electricity,2949.93,False,False,,,,False,False
TNE-0058077,ACC-00492,2025-05-26,tn_electricity,3514.36,False,False,,,,False,False
TNE-0058078,ACC-01393,2025-06-29,tn_electricity,2210.53,False,False,,,,False,False
TNE-0058079,ACC-01631,2025-03-26,tn_electricity,1856.5,False,False,,,,False,False
TNE-0058080,ACC-00841,2024-05-16,tn_electricity,2450.53,False,False,,,,False,False
TNE-0058081,ACC-03898,2025-02-28,tn_electricity,3549.87,False,False,,,,False,False
TNE-0058082,ACC-02972,2025-01-26,tn_electricity,5919.66,False,False,,,,False,False
TNE-0058083,ACC-02800,2025-10-21,tn_electricity,3538.55,False,False,,,,False,False
TNE-0058084,ACC-02605,2025-10-02,tn_electricity,4387.44,False,False,,,,False,False
TNE-0058085,ACC-02466,2024-03-14,tn_electricity,2408.92,False,False,,,,False,False
TNE-0058086,ACC-03528,2025-01-31,tn_electricity,2379.77,False,False,,,,False,False
TNE-0058087,ACC-01562,2025-11-17,tn_electricity,3441.33,False,False,,,,False,False
TNE-0058088,ACC-00562,2025-06-01,tn_electricity,5228.29,False,False,,,,False,False
TNE-0058089,ACC-01181,2024-12-19,tn_electricity,3012.31,False,False,,,,False,False
TNE-0058090,ACC-00916,2025-05-07,tn_electricity,1846.9,False,False,,,,False,False
TNE-0058091,ACC-03827,2024-01-20,tn_electricity,3137.67,False,False,,,,False,False
TNE-0058092,ACC-02269,2024-12-29,tn_electricity,2084.84,False,False,,,,False,False
TNE-0058093,ACC-01708,2025-10-29,tn_electricity,4354.32,False,False,,,,False,False
TNE-0058094,ACC-00104,2024-11-23,tn_electricity,2518.82,False,False,,,,False,False
TNE-0058095,ACC-02845,2025-11-10,tn_electricity,4232.57,False,False,,,,False,False
TNE-0058096,ACC-02587,2025-08-05,tn_electricity,2789.23,False,False,,,,False,False
TNE-0058097,ACC-03242,2025-11-19,tn_electricity,2569.85,False,False,,,,False,False
TNE-0058098,ACC-00525,2024-04-16,tn_electricity,5607.61,False,False,,,,False,False
TNE-0058099,ACC-02631,2025-09-01,tn_electricity,2342.02,True,True,,,,True,False
TNE-0058100,ACC-01448,2024-06-04,tn_electricity,4893.24,False,False,,,,False,False
TNE-0058101,ACC-00931,2024-07-22,tn_electricity,2785.1,False,False,,,,False,False
TNE-0058102,ACC-00896,2024-04-06,tn_electricity,2939.01,False,False,,,,False,False
TNE-0058103,ACC-01152,2024-07-28,tn_electricity,4939.23,False,False,,,,False,False
TNE-0058104,ACC-02933,2025-04-15,tn_electricity,3387.21,False,False,,,,False,False
TNE-0058105,ACC-00092,2024-08-27,tn_electricity,2958.9,False,False,,,,False,False
TNE-0058106,ACC-03790,2024-01-18,tn_electricity,3420.08,False,False,,,,False,False
TNE-0058107,ACC-03878,2024-06-13,tn_electricity,2121.61,False,False,,,,False,False
TNE-0058108,ACC-03872,2024-04-04,tn_electricity,2459.0,False,False,,,,False,False
TNE-0058109,ACC-03339,2025-10-25,tn_electricity,3194.66,False,False,,,,False,False
TNE-0058110,ACC-01296,2025-07-04,tn_electricity,2555.34,False,False,,,,False,False
TNE-0058111,ACC-01617,2025-01-25,tn_electricity,4328.6,False,False,,,,False,False
TNE-0058112,ACC-00507,2025-09-13,tn_electricity,3004.5,False,False,,,,False,False
TNE-0058113,ACC-03570,2024-07-13,tn_electricity,2457.02,False,False,,,,False,False
TNE-0058114,ACC-03082,2025-10-24,tn_electricity,3050.81,False,False,,,,False,False
TNE-0058115,ACC-00615,2025-07-17,tn_electricity,3255.75,False,False,,,,False,False
TNE-0058116,ACC-03961,2024-07-02,tn_electricity,2590.48,False,False,,,,False,False
TNE-0058117,ACC-00169,2025-04-03,tn_electricity,2854.16,False,False,,,,False,False
TNE-0058118,ACC-03070,2025-12-01,tn_electricity,3950.83,True,True,,,,True,False
TNE-0058119,ACC-00542,2024-10-03,tn_electricity,3395.78,False,False,,,,False,False
TNE-0058120,ACC-03000,2024-06-06,tn_electricity,4514.68,False,False,,,,False,False
TNE-0058121,ACC-03534,2025-10-29,tn_electricity,5528.24,False,False,,,,False,False
TNE-0058122,ACC-03802,2024-08-17,tn_electricity,3307.42,True,True,,,,True,False
TNE-0058123,ACC-00642,2025-02-09,tn_electricity,3243.03,False,False,,,,False,False
TNE-0058124,ACC-00658,2024-03-11,tn_electricity,5240.36,False,False,,,,False,False
TNE-0058125,ACC-00273,2025-04-03,tn_electricity,1709.7,False,False,,,,False,False
TNE-0058126,ACC-03289,2025-12-25,tn_electricity,4392.18,False,False,,,,False,False
TNE-0058127,ACC-00743,2024-01-24,tn_electricity,4548.0,False,False,,,,False,False
TNE-0058128,ACC-01563,2024-07-25,tn_electricity,1555.15,False,False,,,,False,False
TNE-0058129,ACC-01661,2025-04-04,tn_electricity,3362.38,False,False,,,,False,False
TNE-0058130,ACC-01404,2025-03-10,tn_electricity,6136.7,False,False,,,,False,False
TNE-0058131,ACC-01986,2024-10-28,tn_electricity,4309.48,False,False,,,,False,False
TNE-0058132,ACC-01396,2024-08-18,tn_electricity,2753.38,False,False,,,,False,False
TNE-0058133,ACC-00944,2025-06-30,tn_electricity,2387.36,False,False,,,,False,False
TNE-0058134,ACC-01552,2024-12-21,tn_electricity,1688.38,False,False,,,,False,False
TNE-0058135,ACC-03223,2024-02-01,tn_electricity,4144.6,False,False,,,,False,False
TNE-0058136,ACC-00472,2024-04-12,tn_electricity,4401.76,False,False,,,,False,False
TNE-0058137,ACC-03840,2024-10-08,tn_electricity,4675.43,False,False,,,,False,False
TNE-0058138,ACC-01640,2025-04-16,tn_electricity,3406.74,False,False,,,,False,False
TNE-0058139,ACC-01164,2024-02-17,tn_electricity,3450.32,False,False,,,,False,False
TNE-0058140,ACC-01780,2025-12-28,tn_electricity,3008.0,False,False,,,,False,False
TNE-0058141,ACC-03725,2025-11-10,tn_electricity,4041.22,False,False,,,,False,False
TNE-0058142,ACC-03237,2024-02-19,tn_electricity,2196.07,False,False,,,,False,False
TNE-0058143,ACC-03272,2024-11-02,tn_electricity,2075.33,False,False,,,,False,False
TNE-0058144,ACC-00882,2024-09-27,tn_electricity,2620.64,False,False,,,,False,False
TNE-0058145,ACC-03545,2024-04-11,tn_electricity,2202.91,False,False,,,,False,False
TNE-0058146,ACC-02825,2025-01-11,tn_electricity,5731.65,False,False,,,,False,False
TNE-0058147,ACC-00239,2025-06-26,tn_electricity,3523.82,False,False,,,,False,False
TNE-0058148,ACC-01709,2025-01-24,tn_electricity,3330.87,False,False,,,,False,False
TNE-0058149,ACC-03337,2025-10-05,tn_electricity,4964.03,False,False,,,,False,False
TNE-0058150,ACC-02130,2025-04-13,tn_electricity,3320.95,False,False,,,,False,False
TNE-0058151,ACC-02344,2025-07-20,tn_electricity,1974.38,False,False,,,,False,False
TNE-0058152,ACC-01499,2025-09-09,tn_electricity,2336.72,False,False,,,,False,False
TNE-0058153,ACC-00154,2025-09-12,tn_electricity,2928.48,False,False,,,,False,False
TNE-0058154,ACC-03543,2025-02-20,tn_electricity,3715.26,False,False,,,,False,False
TNE-0058155,ACC-03015,2025-09-10,tn_electricity,2256.38,True,True,,,,True,False
TNE-0058156,ACC-01087,2024-10-03,tn_electricity,3757.04,False,False,,,,False,False
TNE-0058157,ACC-00967,2025-12-23,tn_electricity,3346.53,False,False,,,,False,False
TNE-0058158,ACC-02073,2025-04-26,tn_electricity,3372.43,False,False,,,,False,False
TNE-0058159,ACC-03189,2024-09-22,tn_electricity,4311.9,False,False,,,,False,False
TNE-0058160,ACC-00348,2024-02-13,tn_electricity,4298.56,False,False,,,,False,False
TNE-0058161,ACC-02504,2024-09-11,tn_electricity,3634.11,False,False,,,,False,False
TNE-0058162,ACC-03388,2024-12-17,tn_electricity,5335.33,False,False,,,,False,False
TNE-0058163,ACC-01970,2024-03-22,tn_electricity,4555.36,False,False,,,,False,False
TNE-0058164,ACC-00212,2025-02-17,tn_electricity,1293.06,False,False,,,,False,False
TNE-0058165,ACC-00094,2025-09-18,tn_electricity,5397.22,False,False,,,,False,False
TNE-0058166,ACC-00649,2024-08-18,tn_electricity,2935.36,False,False,,,,False,False
TNE-0058167,ACC-03559,2025-11-10,tn_electricity,3201.93,False,False,,,,False,False
TNE-0058168,ACC-01832,2024-10-25,tn_electricity,2537.35,False,False,,,,False,False
TNE-0058169,ACC-00591,2024-07-25,tn_electricity,3314.82,False,False,,,,False,False
TNE-0058170,ACC-03620,2025-09-02,tn_electricity,2191.8,False,False,,,,False,False
TNE-0058171,ACC-03319,2025-03-25,tn_electricity,4010.2,False,False,,,,False,False
TNE-0058172,ACC-00588,2025-03-31,tn_electricity,3928.92,False,False,,,,False,False
TNE-0058173,ACC-02753,2024-06-27,tn_electricity,2029.05,False,False,,,,False,False
TNE-0058174,ACC-01323,2025-03-13,tn_electricity,2864.26,False,False,,,,False,False
TNE-0058175,ACC-00279,2025-09-21,tn_electricity,1918.27,False,False,,,,False,False
TNE-0058176,ACC-00249,2024-05-22,tn_electricity,5003.92,False,False,,,,False,False
TNE-0058177,ACC-02169,2024-01-06,tn_electricity,3732.35,False,False,,,,False,False
TNE-0058178,ACC-03375,2025-07-13,tn_electricity,3042.7,False,False,,,,False,False
TNE-0058179,ACC-03848,2025-05-22,tn_electricity,3049.93,False,False,,,,False,False
TNE-0058180,ACC-02822,2024-05-28,tn_electricity,2818.42,False,False,,,,False,False
TNE-0058181,ACC-03692,2025-01-31,tn_electricity,1540.39,False,False,,,,False,False
TNE-0058182,ACC-00943,2024-03-29,tn_electricity,4490.18,False,False,,,,False,False
